post_id,thread_id,order,true_primary,true_secondary,pred_primary,pred_secondary
cad_5212,347,"347, 06",Neutral,"""NA""",Neutral,NA
cad_5294,347,"347, 08",Neutral,"""NA""",Neutral,NA
cad_5208,347,"347, 04",Neutral,"""NA""",Neutral,NA
cad_5206,347,"347, 03",Neutral,"""NA""",Neutral,NA
cad_5211,347,"347, 05",Neutral,"""NA""",Neutral,NA
cad_5228,347,"347, 06, 01",Neutral,"""NA""",Neutral,NA
cad_21862,347,"347, 02, 02",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_5364,347,"347, 08, 01",Neutral,"""NA""",Neutral,NA
cad_5207,347,"347, 02, 01",Neutral,"""NA""",Neutral,NA
cad_5543,347,"347, 08, 02",Neutral,"""NA""",Neutral,NA
cad_21860,347,"347, 02, 02",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_21861,347,"347, 02, 02",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_5210,347,"347, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_21813,347,"347, 08, 01, 01",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,PersonDirectedAbuse,NA
cad_26374,347,347-title,Neutral,"""NA""",Neutral,NA
cad_5217,348,"348, 02",Neutral,"""NA""",Neutral,NA
cad_5218,348,"348, 03",Neutral,"""NA""",Neutral,NA
cad_26375,348,348-title,Neutral,"""NA""",Neutral,NA
cad_5323,356,"356, 02",Neutral,"""NA""",Neutral,NA
cad_26381,356,356-title,Neutral,"""NA""",Neutral,NA
cad_5333,357,"357, 01",Neutral,"""NA""",Neutral,NA
cad_5334,357,"357, 02",Neutral,"""NA""",Neutral,NA
cad_5336,357,"357, 03",Neutral,"""NA""",Neutral,NA
cad_5387,357,"357, 04",Neutral,"""NA""",Neutral,NA
cad_5337,357,"357, 03, 01",Neutral,"""NA""",Neutral,NA
cad_5338,357,"357, 02, 01",Neutral,"""NA""",Neutral,NA
cad_5340,357,"357, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_5342,357,"357, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26382,357,357-title,Neutral,"""NA""",Neutral,NA
cad_20617,357,357-post,Slur,"""NA""",Neutral,NA
cad_5586,373,"373, 02",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_5587,373,"373, 03",Neutral,"""NA""",Neutral,NA
cad_5645,373,"373, 04",Neutral,"""NA""",Neutral,NA
cad_5649,373,"373, 05",Neutral,"""NA""",Neutral,NA
cad_5629,373,"373, 02, 01",Neutral,"""NA""",Neutral,NA
cad_26395,373,373-title,Neutral,"""NA""",Neutral,NA
cad_5589,374,"374, 02",Neutral,"""NA""",Neutral,NA
cad_5590,374,"374, 03",Neutral,"""NA""",Neutral,NA
cad_5594,374,"374, 04",Neutral,"""NA""",Neutral,NA
cad_5592,374,"374, 02, 01",Neutral,"""NA""",Neutral,NA
cad_5596,374,"374, 03, 01",Neutral,"""NA""",Neutral,NA
cad_5614,374,"374, 02, 03",Neutral,"""NA""",Neutral,NA
cad_5621,374,"374, 04, 01",Neutral,"""NA""",Neutral,NA
cad_6502,374,"374, 02, 04",Neutral,"""NA""",Neutral,NA
cad_21883,374,"374, 02, 02",PersonDirectedAbuse,PersonDirectedAbuse / about a person who is not in the thread,PersonDirectedAbuse,NA
cad_5599,374,"374, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_5650,374,"374, 04, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26396,374,374-title,Neutral,"""NA""",Neutral,NA
cad_5664,379,"379, 02",Neutral,"""NA""",Neutral,NA
cad_5666,379,"379, 03",Neutral,"""NA""",Neutral,NA
cad_5668,379,"379, 04",Neutral,"""NA""",Neutral,NA
cad_5670,379,"379, 05",Neutral,"""NA""",Neutral,NA
cad_26400,379,379-title,Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_5697,383,"383, 02",Neutral,"""NA""",Neutral,NA
cad_21898,383,"383, 04",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_21897,383,"383, 04",IdentityDirectedAbuse,IdentityDirectedAbuse / glorification,IdentityDirectedAbuse,NA
cad_21896,383,"383, 03",IdentityDirectedAbuse,IdentityDirectedAbuse / glorification,Neutral,NA
cad_21895,383,"383, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / glorification,Neutral,NA
cad_5738,383,"383, 06",Neutral,"""NA""",Neutral,NA
cad_5708,383,"383, 05",Neutral,"""NA""",Neutral,NA
cad_5727,383,"383, 07, 01",Neutral,"""NA""",Neutral,NA
cad_5731,383,"383, 03, 04",Neutral,"""NA""",Neutral,NA
cad_25974,383,"383, 03, 05",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_5712,383,"383, 03, 03",Neutral,"""NA""",Neutral,NA
cad_5706,383,"383, 02, 01",Neutral,"""NA""",Neutral,NA
cad_5701,383,"383, 03, 01",Neutral,"""NA""",Neutral,NA
cad_21899,383,"383, 03, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,PersonDirectedAbuse,NA
cad_25973,383,"383, 03, 05",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_25975,383,"383, 03, 05",IdentityDirectedAbuse,IdentityDirectedAbuse / glorification,IdentityDirectedAbuse,NA
cad_5728,383,"383, 07, 01, 01",Neutral,"""NA""",Neutral,NA
cad_5973,383,"383, 03, 04, 01",Neutral,"""NA""",Neutral,NA
cad_21902,383,"383, 03, 02, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_5717,383,"383, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_5710,386,"386, 02",Neutral,"""NA""",Neutral,NA
cad_5711,386,"386, 03",Neutral,"""NA""",Neutral,NA
cad_5724,386,"386, 02, 01",Neutral,"""NA""",Neutral,NA
cad_26407,386,386-title,Neutral,"""NA""",Neutral,NA
cad_5744,389,"389, 02",Neutral,"""NA""",Neutral,NA
cad_5749,389,"389, 03",Neutral,"""NA""",Neutral,NA
cad_5745,389,"389, 02, 01",Neutral,"""NA""",Neutral,NA
cad_5746,389,"389, 02, 02",Neutral,"""NA""",Neutral,NA
cad_5747,389,"389, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_5748,389,"389, 02, 01, 02",Neutral,"""NA""",Neutral,NA
cad_26410,389,389-title,Neutral,"""NA""",Neutral,NA
cad_5752,390,"390, 02",Neutral,"""NA""",Neutral,NA
cad_5754,390,"390, 03",Neutral,"""NA""",Neutral,NA
cad_5755,390,"390, 04",Neutral,"""NA""",Neutral,NA
cad_5756,390,"390, 05",Neutral,"""NA""",PersonDirectedAbuse,NA
cad_5759,390,"390, 06",Neutral,"""NA""",Neutral,NA
cad_5760,390,"390, 07",Neutral,"""NA""",Neutral,NA
cad_21928,390,"390, 09",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,Slur,NA
cad_21907,390,"390, 08",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_5757,390,"390, 02, 01",Neutral,"""NA""",Neutral,NA
cad_5768,390,"390, 04, 01",Neutral,"""NA""",Neutral,NA
cad_21908,390,"390, 05, 01",Neutral,"""NA""",Neutral,NA
cad_21909,390,"390, 05, 01, 01",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_26411,390,390-title,Neutral,"""NA""",Neutral,NA
cad_20620,390,390-post,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_20619,390,390-post,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_20621,390,390-post,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_20618,390,390-post,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_5858,398,"398, 02",Neutral,"""NA""",Neutral,NA
cad_5861,398,"398, 03",Neutral,"""NA""",Neutral,NA
cad_5896,398,"398, 04",Neutral,"""NA""",Neutral,NA
cad_5897,398,"398, 05",Neutral,"""NA""",Neutral,NA
cad_5946,398,"398, 05, 01",Neutral,"""NA""",Neutral,NA
cad_5958,398,"398, 04, 01",Neutral,"""NA""",Neutral,NA
cad_5964,398,"398, 04, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26416,398,398-title,Neutral,"""NA""",Neutral,NA
cad_5985,404,"404, 01",Neutral,"""NA""",Neutral,NA
cad_6010,404,"404, 02",Neutral,"""NA""",Neutral,NA
cad_26422,404,404-title,Neutral,"""NA""",Neutral,NA
cad_6000,406,"406, 03",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_21934,406,"406, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / glorification,IdentityDirectedAbuse,NA
cad_21936,406,"406, 04",IdentityDirectedAbuse,IdentityDirectedAbuse / glorification,Neutral,NA
cad_21937,406,"406, 05",IdentityDirectedAbuse,IdentityDirectedAbuse / glorification,Neutral,NA
cad_21939,406,"406, 06",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_6004,406,"406, 02, 01",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_21958,406,"406, 06, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_21959,406,"406, 06, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_21960,406,"406, 06, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / dehumanization,IdentityDirectedAbuse,NA
cad_21961,406,"406, 06, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / dehumanization,IdentityDirectedAbuse,NA
cad_21968,406,"406, 06, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / dehumanization,IdentityDirectedAbuse,NA
cad_21969,406,"406, 06, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_21970,406,"406, 06, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_21971,406,"406, 04, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_6143,406,"406, 04, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26424,406,406-title,Neutral,"""NA""",Neutral,NA
cad_6013,402,"402, 01",Neutral,"""NA""",Neutral,NA
cad_6023,402,"402, 02",Neutral,"""NA""",Neutral,NA
cad_6069,402,"402, 03",Neutral,"""NA""",Neutral,NA
cad_6233,402,"402, 04",Neutral,"""NA""",Neutral,NA
cad_6246,402,"402, 05",Neutral,"""NA""",Neutral,NA
cad_21942,402,"402, 02, 01",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,Slur,NA
cad_6218,402,"402, 02, 01, 01",PersonDirectedAbuse,PersonDirectedAbuse / directed to a person in the thread,PersonDirectedAbuse,NA
cad_26420,402,402-title,Neutral,"""NA""",Neutral,NA
cad_6029,409,"409, 02",Neutral,"""NA""",Neutral,NA
cad_26427,409,409-title,Neutral,"""NA""",Neutral,NA
cad_6033,410,"410, 02",Neutral,"""NA""",Neutral,NA
cad_26428,410,410-title,Neutral,"""NA""",Neutral,NA
cad_6096,414,"414, 01",Neutral,"""NA""",Neutral,NA
cad_6108,414,"414, 02",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_6117,414,"414, 03",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_6120,414,"414, 04",Neutral,"""NA""",Neutral,NA
cad_6206,414,"414, 03, 02",Neutral,"""NA""",Neutral,NA
cad_21987,414,"414, 03, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_26432,414,414-title,Neutral,"""NA""",Neutral,NA
cad_6225,417,"417, 01",Neutral,"""NA""",Neutral,NA
cad_6858,417,"417, 03",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_22046,417,"417, 02",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_26435,417,417-title,Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_6299,426,"426, 01",Neutral,"""NA""",Neutral,NA
cad_6311,426,"426, 03",Neutral,"""NA""",Neutral,NA
cad_6333,426,"426, 05",Neutral,"""NA""",Neutral,NA
cad_6481,426,"426, 06",Neutral,"""NA""",Neutral,NA
cad_21999,426,"426, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_22002,426,"426, 04",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_6300,426,"426, 01, 01",Neutral,"""NA""",Neutral,NA
cad_6338,426,"426, 05, 01",Neutral,"""NA""",Neutral,NA
cad_6480,426,"426, 03, 01",Neutral,"""NA""",Neutral,NA
cad_6482,426,"426, 05, 01, 01",Neutral,"""NA""",Neutral,NA
cad_6485,426,"426, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22015,426,"426, 01, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Neutral,NA
cad_26444,426,426-title,Neutral,"""NA""",Neutral,NA
cad_6313,427,"427, 02",Neutral,"""NA""",Neutral,NA
cad_6324,427,"427, 03",Neutral,"""NA""",Neutral,NA
cad_22000,427,"427, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Neutral,NA
cad_6318,427,"427, 02, 01",Neutral,"""NA""",Neutral,NA
cad_6323,427,"427, 01, 01",Neutral,"""NA""",Neutral,NA
cad_27337,427,427-title,IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_6365,434,"434, 02",Neutral,"""NA""",Neutral,NA
cad_6371,434,"434, 03",Neutral,"""NA""",Neutral,NA
cad_6372,434,"434, 04",Neutral,"""NA""",Neutral,NA
cad_6367,434,"434, 02, 01",Neutral,"""NA""",Neutral,NA
cad_6373,434,"434, 03, 01",Neutral,"""NA""",Neutral,NA
cad_26451,434,434-title,Neutral,"""NA""",Neutral,NA
cad_6427,440,"440, 02",Neutral,"""NA""",Neutral,NA
cad_6469,440,"440, 06",Neutral,"""NA""",Neutral,NA
cad_6486,440,"440, 08",Neutral,"""NA""",Neutral,NA
cad_6457,440,"440, 05",Neutral,"""NA""",Neutral,NA
cad_6474,440,"440, 07",Neutral,"""NA""",Neutral,NA
cad_6430,440,"440, 03",Neutral,"""NA""",Neutral,NA
cad_6443,440,"440, 04",Neutral,"""NA""",Neutral,NA
cad_6446,440,"440, 04, 01",Neutral,"""NA""",Neutral,NA
cad_6433,440,"440, 03, 01",Neutral,"""NA""",Neutral,NA
cad_6460,440,"440, 05, 01",Neutral,"""NA""",Neutral,NA
cad_6473,440,"440, 02, 02",Neutral,"""NA""",Neutral,NA
cad_6462,440,"440, 02, 01",Neutral,"""NA""",Neutral,NA
cad_6509,440,"440, 08, 01",Neutral,"""NA""",Neutral,NA
cad_6428,440,"440, 01, 01",Neutral,"""NA""",Neutral,NA
cad_6470,440,"440, 04, 02",Neutral,"""NA""",Neutral,NA
cad_6510,440,"440, 07, 01",Neutral,"""NA""",Neutral,NA
cad_6488,440,"440, 04, 02, 01",Neutral,"""NA""",Neutral,NA
cad_6465,440,"440, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_6467,440,"440, 03, 01, 02",Neutral,"""NA""",Neutral,NA
cad_6511,440,"440, 02, 02, 01",Neutral,"""NA""",Neutral,NA
cad_6464,440,"440, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_6461,440,"440, 05, 01, 01",Neutral,"""NA""",Neutral,NA
cad_6476,440,"440, 05, 01, 02",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_26457,440,440-title,Neutral,"""NA""",Neutral,NA
cad_6435,441,"441, 02",Neutral,"""NA""",Neutral,NA
cad_6436,441,"441, 03",Neutral,"""NA""",Neutral,NA
cad_6438,441,"441, 04, 01",Neutral,"""NA""",Neutral,NA
cad_6458,441,"441, 03, 01",Neutral,"""NA""",Neutral,NA
cad_6442,441,"441, 04, 01, 01",Neutral,"""NA""",Neutral,NA
cad_26458,441,441-title,Neutral,"""NA""",Neutral,NA
cad_6441,442,"442, 02",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_6455,442,"442, 03",Neutral,"""NA""",Neutral,NA
cad_6445,442,"442, 02, 02",Neutral,"""NA""",Neutral,NA
cad_6448,442,"442, 02, 03",Neutral,"""NA""",Neutral,NA
cad_6453,442,"442, 02, 04",Neutral,"""NA""",Neutral,NA
cad_6459,442,"442, 03, 01",Neutral,"""NA""",Neutral,NA
cad_6466,442,"442, 03, 02",Neutral,"""NA""",Neutral,NA
cad_22017,442,"442, 02, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Neutral,NA
cad_6447,442,"442, 02, 02, 01",Neutral,"""NA""",Neutral,NA
cad_6454,442,"442, 02, 03, 01",Neutral,"""NA""",Neutral,NA
cad_6463,442,"442, 02, 04, 01",Neutral,"""NA""",Neutral,NA
cad_22018,442,"442, 02, 01, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_27338,442,442-title,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_6504,447,"447, 01",Neutral,"""NA""",Neutral,NA
cad_6513,447,"447, 01, 02",Neutral,"""NA""",Neutral,NA
cad_22021,447,"447, 01, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_26463,447,447-title,Neutral,"""NA""",Neutral,NA
cad_6608,459,"459, 01",Neutral,"""NA""",Neutral,NA
cad_27340,459,459-title,AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,Neutral,NA
cad_6634,464,"464, 01",Neutral,"""NA""",Neutral,NA
cad_6637,464,"464, 03",Neutral,"""NA""",Neutral,NA
cad_6657,464,"464, 04",Neutral,"""NA""",Neutral,NA
cad_6712,464,"464, 05",Neutral,"""NA""",Neutral,NA
cad_6739,464,"464, 06",Neutral,"""NA""",Neutral,NA
cad_22079,464,"464, 02",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,IdentityDirectedAbuse,NA
cad_22113,464,"464, 02, 01",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_27342,464,464-title,Neutral,"""NA""",Slur,NA
cad_22069,462,"462, 02",Slur,"""NA""",Neutral,NA
cad_22070,462,"462, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / glorification,Neutral,NA
cad_6644,462,"462, 02, 01",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_27341,462,462-title,IdentityDirectedAbuse,IdentityDirectedAbuse / glorification,Neutral,NA
cad_6826,466,"466, 01",Neutral,"""NA""",Neutral,NA
cad_26477,466,466-title,Neutral,"""NA""",Neutral,NA
cad_6827,484,"484, 02",Neutral,"""NA""",Neutral,NA
cad_6833,484,"484, 03",Neutral,"""NA""",Neutral,NA
cad_6835,484,"484, 04",Neutral,"""NA""",Neutral,NA
cad_6838,484,"484, 05",Neutral,"""NA""",Neutral,NA
cad_6893,484,"484, 06",Neutral,"""NA""",Neutral,NA
cad_6955,484,"484, 08",Neutral,"""NA""",Neutral,NA
cad_22144,484,"484, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Slur,NA
cad_22166,484,"484, 07",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_6831,484,"484, 01, 01",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_6873,484,"484, 04, 01",Neutral,"""NA""",Neutral,NA
cad_6918,484,"484, 03, 01",Neutral,"""NA""",Neutral,NA
cad_22168,484,"484, 07, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,Neutral,NA
cad_6932,484,"484, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22186,484,"484, 03, 01, 01",Neutral,"""NA""",Neutral,NA
cad_27348,484,484-title,AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_6842,451,"451, 01",Neutral,"""NA""",Neutral,NA
cad_26467,451,451-title,Neutral,"""NA""",Neutral,NA
cad_6868,489,"489, 02",Neutral,"""NA""",Neutral,NA
cad_22158,489,"489, 03",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,Neutral,NA
cad_6898,489,"489, 02, 01",Neutral,"""NA""",Neutral,NA
cad_27350,489,489-title,IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Slur,NA
cad_6884,491,"491, 01",Neutral,"""NA""",Neutral,NA
cad_6892,491,"491, 02",Neutral,"""NA""",Neutral,NA
cad_27351,491,491-title,AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_6919,494,"494, 01",Neutral,"""NA""",Neutral,NA
cad_22182,494,"494, 04",Neutral,"""NA""",PersonDirectedAbuse,NA
cad_22175,494,"494, 03",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Neutral,NA
cad_22171,494,"494, 02",Neutral,"""NA""",Neutral,NA
cad_22180,494,"494, 02, 02",Neutral,"""NA""",Neutral,NA
cad_22177,494,"494, 03, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Neutral,NA
cad_22176,494,"494, 03, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / animosity,Neutral,NA
cad_22172,494,"494, 02, 01",Neutral,"""NA""",Neutral,NA
cad_22167,494,"494, 01, 01",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_6971,494,"494, 04, 01",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_6970,494,"494, 03, 03",Neutral,"""NA""",Neutral,NA
cad_6966,494,"494, 03, 02",Neutral,"""NA""",Neutral,NA
cad_22201,494,"494, 02, 02, 01",Neutral,"""NA""",Neutral,NA
cad_22181,494,"494, 03, 03, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Neutral,NA
cad_6938,494,"494, 01, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22170,494,"494, 01, 01, 02",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,Slur,NA
cad_27352,494,494-title,Neutral,"""NA""",Neutral,NA
cad_6925,481,"481, 04",Neutral,"""NA""",Neutral,NA
cad_22136,481,"481, 01",IdentityDirectedAbuse,IdentityDirectedAbuse / threatening language,IdentityDirectedAbuse,NA
cad_22138,481,"481, 03",IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_22139,481,"481, 03",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_26490,481,481-title,Neutral,"""NA""",Neutral,NA
cad_6977,499,"499, 02",Neutral,"""NA""",IdentityDirectedAbuse,NA
cad_6992,499,"499, 03",Neutral,"""NA""",Neutral,NA
cad_6979,499,"499, 02, 01",Neutral,"""NA""",Neutral,NA
cad_6983,499,"499, 02, 03",Neutral,"""NA""",Neutral,NA
cad_22184,499,"499, 02, 02",Neutral,"""NA""",Neutral,NA
cad_6982,499,"499, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_6988,499,"499, 02, 03, 01",Neutral,"""NA""",Neutral,NA
cad_7003,499,"499, 02, 02, 01",Neutral,"""NA""",Neutral,NA
cad_27492,499,499-title,Neutral,"""NA""",Neutral,NA
cad_20623,499,499-post,IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_20624,499,499-post,IdentityDirectedAbuse,IdentityDirectedAbuse / derogation,IdentityDirectedAbuse,NA
cad_7005,503,"503, 02",Neutral,"""NA""",Neutral,NA
cad_22191,503,"503, 06",CounterSpeech,CounterSpeech / affiliation-directed,Neutral,NA
cad_7020,503,"503, 08",Neutral,"""NA""",Neutral,NA
cad_7017,503,"503, 07",Neutral,"""NA""",Neutral,NA
cad_7012,503,"503, 05",Neutral,"""NA""",Neutral,NA
cad_22196,503,"503, 09",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,Neutral,NA
cad_7006,503,"503, 03",Neutral,"""NA""",Neutral,NA
cad_7010,503,"503, 04",Neutral,"""NA""",Neutral,NA
cad_7013,503,"503, 04, 01",Neutral,"""NA""",Neutral,NA
cad_22190,503,"503, 02, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_7052,503,"503, 03, 03",Neutral,"""NA""",Neutral,NA
cad_22202,503,"503, 09, 02",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,Neutral,NA
cad_7032,503,"503, 09, 01",Neutral,"""NA""",Neutral,NA
cad_7011,503,"503, 02, 02",Neutral,"""NA""",Neutral,NA
cad_22195,503,"503, 05, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,Neutral,NA
cad_7009,503,"503, 03, 01",Neutral,"""NA""",Neutral,NA
cad_7055,503,"503, 05, 02",Neutral,"""NA""",Neutral,NA
cad_7018,503,"503, 06, 02",Neutral,"""NA""",Neutral,NA
cad_7015,503,"503, 03, 02",Neutral,"""NA""",Neutral,NA
cad_7014,503,"503, 06, 01",Neutral,"""NA""",Neutral,NA
cad_7022,503,"503, 07, 01",Neutral,"""NA""",Neutral,NA
cad_7454,503,"503, 07, 02",Neutral,"""NA""",Neutral,NA
cad_22194,503,"503, 03, 02, 01",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,Neutral,NA
cad_22192,503,"503, 06, 01, 01",CounterSpeech,CounterSpeech / affiliation-directed,Neutral,NA
cad_7036,503,"503, 05, 01, 01",Neutral,"""NA""",Neutral,NA
cad_7062,503,"503, 03, 03, 01",Neutral,"""NA""",Neutral,NA
cad_7054,503,"503, 02, 02, 01",Neutral,"""NA""",Neutral,NA
cad_7053,503,"503, 02, 01, 02",Neutral,"""NA""",Neutral,NA
cad_7038,503,"503, 07, 01, 01",Neutral,"""NA""",Neutral,NA
cad_7037,503,"503, 02, 01, 01",Neutral,"""NA""",Neutral,NA
cad_7023,503,"503, 03, 02, 02",Neutral,"""NA""",Neutral,NA
cad_7019,503,"503, 06, 01, 02",Neutral,"""NA""",Neutral,NA
cad_7118,503,"503, 07, 01, 02",Neutral,"""NA""",Neutral,NA
cad_26505,503,503-title,Neutral,"""NA""",Neutral,NA
cad_7025,504,"504, 02",Neutral,"""NA""",Neutral,NA
cad_7027,504,"504, 03",Neutral,"""NA""",Neutral,NA
cad_7030,504,"504, 04",Neutral,"""NA""",Neutral,NA
cad_26506,504,504-title,Neutral,"""NA""",Neutral,NA
cad_7046,506,"506, 02",Neutral,"""NA""",Neutral,NA
cad_22368,506,"506, 07",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,Neutral,NA
cad_22214,506,"506, 05",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,Neutral,NA
cad_22208,506,"506, 04",AffiliationDirectedAbuse,AffiliationDirectedAbuse / derogation,AffiliationDirectedAbuse,NA
cad_25978,506,"506, 06",AffiliationDirectedAbuse,AffiliationDirectedAbuse / animosity,AffiliationDirectedAbuse,NA
cad_22199,506,"506, 01",Neutral,"""NA""",Neutral,NA
cad_7050,506,"506, 03",Neutral,"""NA""",Neutral,NA
cad_7047,506,"506, 01, 01",Neutral,"""NA""",Neutral,NA
cad_22217,506,"506, 03, 03",Neutral,"""NA""",Neutral,NA
cad_7087,506,"506, 06, 01",Neutral,"""NA""",AffiliationDirectedAbuse,NA
cad_7057,506,"506, 03, 01",Neutral,"""NA""",Neutral,NA
